Date,TxType,Value
2022-05-06,RTGS-Vol,8.43
2022-05-07,RTGS-Vol,6.74
2022-05-08,RTGS-Vol,0.57
2022-05-09,RTGS-Vol,8.54
2022-05-10,RTGS-Vol,8.28
2022-05-11,RTGS-Vol,7.95
2022-05-12,RTGS-Vol,7.76
2022-05-13,RTGS-Vol,8.62
2022-05-14,RTGS-Vol,1.59
2022-05-15,RTGS-Vol,0.52
2022-05-16,RTGS-Vol,5.93
2022-05-17,RTGS-Vol,9.99
2022-05-18,RTGS-Vol,8.48
2022-05-19,RTGS-Vol,8.04
2022-05-20,RTGS-Vol,7.89
2022-05-21,RTGS-Vol,6.22
2022-05-22,RTGS-Vol,0.52
2022-05-23,RTGS-Vol,8.12
2022-05-24,RTGS-Vol,7.92
2022-05-25,RTGS-Vol,7.72
2022-05-26,RTGS-Vol,7.6
2022-05-27,RTGS-Vol,8.24
2022-05-28,RTGS-Vol,1.63
2022-05-29,RTGS-Vol,0.52
2022-05-30,RTGS-Vol,10.3
2022-05-31,RTGS-Vol,9.35
2022-06-01,RTGS-Vol,7.82
2022-06-02,RTGS-Vol,7.33
2022-06-03,RTGS-Vol,7.45
2022-06-04,RTGS-Vol,6.07
2022-06-05,RTGS-Vol,0.56
2022-06-06,RTGS-Vol,8.15
2022-06-07,RTGS-Vol,7.86
2022-06-08,RTGS-Vol,7.57
2022-06-09,RTGS-Vol,7.46
2022-06-10,RTGS-Vol,8.2
2022-06-11,RTGS-Vol,1.54
2022-06-12,RTGS-Vol,0.5
2022-06-13,RTGS-Vol,9.78
2022-06-14,RTGS-Vol,7.99
2022-06-15,RTGS-Vol,8.07
2022-06-16,RTGS-Vol,7.57
2022-06-17,RTGS-Vol,7.66
2022-06-18,RTGS-Vol,6.1
2022-06-19,RTGS-Vol,0.52
2022-06-20,RTGS-Vol,8.21
2022-06-21,RTGS-Vol,7.71
2022-06-22,RTGS-Vol,7.42
2022-06-23,RTGS-Vol,7.38
2022-06-24,RTGS-Vol,8.11
2022-06-25,RTGS-Vol,1.61
2022-06-26,RTGS-Vol,0.49
2022-06-27,RTGS-Vol,10.17
2022-06-28,RTGS-Vol,8.4
2022-06-29,RTGS-Vol,8.22
2022-06-30,RTGS-Vol,8.5
2022-07-01,RTGS-Vol,7.24
2022-07-02,RTGS-Vol,6.15
2022-07-03,RTGS-Vol,0.56
2022-07-04,RTGS-Vol,7.99
2022-07-05,RTGS-Vol,7.74
2022-07-06,RTGS-Vol,7.3
2022-07-07,RTGS-Vol,7.52
2022-07-08,RTGS-Vol,8.04
2022-07-09,RTGS-Vol,1.54
2022-07-10,RTGS-Vol,0.48
2022-07-11,RTGS-Vol,9.0
2022-07-12,RTGS-Vol,7.86
2022-07-13,RTGS-Vol,7.24
2022-07-14,RTGS-Vol,7.34
2022-07-15,RTGS-Vol,7.58
2022-07-16,RTGS-Vol,5.93
2022-07-17,RTGS-Vol,0.51
2022-07-18,RTGS-Vol,8.08
2022-07-19,RTGS-Vol,7.69
2022-07-20,RTGS-Vol,7.49
2022-07-21,RTGS-Vol,7.2
2022-07-22,RTGS-Vol,7.91
2022-07-23,RTGS-Vol,1.53
2022-07-24,RTGS-Vol,0.46
2022-07-25,RTGS-Vol,9.47
2022-07-26,RTGS-Vol,7.87
2022-07-27,RTGS-Vol,7.76
2022-07-28,RTGS-Vol,7.66
2022-07-29,RTGS-Vol,8.32
2022-07-30,RTGS-Vol,7.07
2022-07-31,RTGS-Vol,0.71
2022-08-01,RTGS-Vol,8.2
2022-08-02,RTGS-Vol,7.44
2022-08-03,RTGS-Vol,7.21
2022-08-04,RTGS-Vol,7.23
2022-08-05,RTGS-Vol,7.24
2022-08-06,RTGS-Vol,6.02
2022-08-07,RTGS-Vol,0.53
2022-08-08,RTGS-Vol,8.5
2022-08-09,RTGS-Vol,3.1
2022-08-10,RTGS-Vol,9.73
2022-08-11,RTGS-Vol,5.59
2022-08-12,RTGS-Vol,8.01
2022-08-13,RTGS-Vol,1.55
2022-08-14,RTGS-Vol,0.5
2022-08-15,RTGS-Vol,0.61
2022-08-16,RTGS-Vol,8.67
2022-08-17,RTGS-Vol,9.22
2022-08-18,RTGS-Vol,8.54
2022-08-19,RTGS-Vol,4.64
2022-08-20,RTGS-Vol,6.8
2022-08-21,RTGS-Vol,0.54
2022-08-22,RTGS-Vol,8.58
2022-08-23,RTGS-Vol,8.16
2022-08-24,RTGS-Vol,7.76
2022-08-25,RTGS-Vol,7.81
2022-08-26,RTGS-Vol,8.9
2022-08-27,RTGS-Vol,1.73
2022-08-28,RTGS-Vol,0.53
2022-08-29,RTGS-Vol,10.43
2022-08-30,RTGS-Vol,9.83
2022-08-31,RTGS-Vol,4.48
2022-09-01,RTGS-Vol,7.74
2022-09-02,RTGS-Vol,7.61
2022-09-03,RTGS-Vol,6.21
2022-09-04,RTGS-Vol,0.58
2022-09-05,RTGS-Vol,8.08
2022-09-06,RTGS-Vol,7.83
2022-09-07,RTGS-Vol,7.57
2022-09-08,RTGS-Vol,7.27
2022-09-09,RTGS-Vol,7.48
2022-09-10,RTGS-Vol,1.66
2022-09-11,RTGS-Vol,0.45
2022-09-12,RTGS-Vol,9.7
2022-09-13,RTGS-Vol,8.23
2022-09-14,RTGS-Vol,7.95
2022-09-15,RTGS-Vol,7.91
2022-09-16,RTGS-Vol,7.73
2022-09-17,RTGS-Vol,5.68
2022-09-18,RTGS-Vol,0.56
2022-09-19,RTGS-Vol,8.42
2022-09-20,RTGS-Vol,7.99
2022-09-21,RTGS-Vol,7.42
2022-09-22,RTGS-Vol,7.66
2022-09-23,RTGS-Vol,8.14
2022-09-24,RTGS-Vol,1.72
2022-09-25,RTGS-Vol,0.54
2022-09-26,RTGS-Vol,9.59
2022-09-27,RTGS-Vol,9.44
2022-09-28,RTGS-Vol,8.71
2022-09-29,RTGS-Vol,8.94
2022-09-30,RTGS-Vol,9.48
2022-10-01,RTGS-Vol,7.3
2022-10-02,RTGS-Vol,0.68
2022-10-03,RTGS-Vol,8.14
2022-10-04,RTGS-Vol,5.83
2022-10-05,RTGS-Vol,1.0
2022-10-06,RTGS-Vol,8.79
2022-10-07,RTGS-Vol,9.14
2022-10-08,RTGS-Vol,2.09
2022-10-09,RTGS-Vol,0.6
2022-10-10,RTGS-Vol,10.35
2022-10-11,RTGS-Vol,8.89
2022-10-12,RTGS-Vol,8.38
2022-10-13,RTGS-Vol,8.19
2022-10-14,RTGS-Vol,8.38
2022-10-15,RTGS-Vol,7.01
2022-10-16,RTGS-Vol,0.69
2022-10-17,RTGS-Vol,9.29
2022-10-18,RTGS-Vol,8.95
2022-10-19,RTGS-Vol,9.22
2022-10-20,RTGS-Vol,9.75
2022-10-21,RTGS-Vol,11.49
2022-10-22,RTGS-Vol,2.17
2022-10-23,RTGS-Vol,0.78
2022-10-24,RTGS-Vol,0.8
2022-10-25,RTGS-Vol,5.95
2022-10-26,RTGS-Vol,4.29
2022-10-27,RTGS-Vol,6.73
2022-10-28,RTGS-Vol,8.3
2022-10-29,RTGS-Vol,6.95
2022-10-30,RTGS-Vol,0.73
2022-10-31,RTGS-Vol,9.49
2022-11-01,RTGS-Vol,7.92
2022-11-02,RTGS-Vol,7.92
2022-11-03,RTGS-Vol,7.79
2022-11-04,RTGS-Vol,7.94
2022-11-05,RTGS-Vol,6.5
2022-11-06,RTGS-Vol,0.65
2022-11-07,RTGS-Vol,9.18
2022-11-08,RTGS-Vol,3.87
2022-11-09,RTGS-Vol,9.77
2022-11-10,RTGS-Vol,8.71
2022-11-11,RTGS-Vol,8.45
2022-11-12,RTGS-Vol,1.74
2022-11-13,RTGS-Vol,0.57
2022-11-14,RTGS-Vol,10.64
2022-11-15,RTGS-Vol,8.99
2022-11-16,RTGS-Vol,8.37
2022-11-17,RTGS-Vol,8.15
2022-11-18,RTGS-Vol,8.44
2022-11-19,RTGS-Vol,6.5
2022-11-20,RTGS-Vol,0.64
2022-11-21,RTGS-Vol,8.93
2022-11-22,RTGS-Vol,8.36
2022-11-23,RTGS-Vol,7.98
2022-11-24,RTGS-Vol,7.99
2022-11-25,RTGS-Vol,8.69
2022-11-26,RTGS-Vol,1.75
2022-11-27,RTGS-Vol,0.58
2022-11-28,RTGS-Vol,10.53
2022-11-29,RTGS-Vol,9.22
2022-11-30,RTGS-Vol,9.69
2022-12-01,RTGS-Vol,7.86
2022-12-02,RTGS-Vol,7.94
2022-12-03,RTGS-Vol,6.29
2022-12-04,RTGS-Vol,0.63
2022-12-05,RTGS-Vol,8.34
2022-12-06,RTGS-Vol,8.36
2022-12-07,RTGS-Vol,8.21
2022-12-08,RTGS-Vol,7.71
2022-12-09,RTGS-Vol,8.45
2022-12-10,RTGS-Vol,1.76
2022-12-11,RTGS-Vol,0.59
2022-12-12,RTGS-Vol,10.39
2022-12-13,RTGS-Vol,8.84
2022-12-14,RTGS-Vol,8.43
2022-12-15,RTGS-Vol,8.46
2022-12-16,RTGS-Vol,8.15
2022-12-17,RTGS-Vol,6.32
2022-12-18,RTGS-Vol,0.65
2022-12-19,RTGS-Vol,9.06
2022-12-20,RTGS-Vol,8.65
2022-12-21,RTGS-Vol,8.14
2022-12-22,RTGS-Vol,8.02
2022-12-23,RTGS-Vol,8.83
2022-12-24,RTGS-Vol,1.77
2022-12-25,RTGS-Vol,0.54
2022-12-26,RTGS-Vol,10.17
2022-12-27,RTGS-Vol,8.91
2022-12-28,RTGS-Vol,8.34
2022-12-29,RTGS-Vol,8.11
2022-12-30,RTGS-Vol,9.56
2022-12-31,RTGS-Vol,7.55
2023-01-01,RTGS-Vol,0.61
2023-01-02,RTGS-Vol,8.32
2023-01-03,RTGS-Vol,7.99
2023-01-04,RTGS-Vol,7.83
2023-01-05,RTGS-Vol,7.83
2023-01-06,RTGS-Vol,8.15
2023-01-07,RTGS-Vol,6.74
2023-01-08,RTGS-Vol,0.66
2023-01-09,RTGS-Vol,8.78
2023-01-10,RTGS-Vol,8.54
2023-01-11,RTGS-Vol,8.13
2023-01-12,RTGS-Vol,8.0
2023-01-13,RTGS-Vol,8.96
2023-01-14,RTGS-Vol,1.49
2023-01-15,RTGS-Vol,0.55
2023-01-16,RTGS-Vol,8.8
2023-01-17,RTGS-Vol,7.98
2023-01-18,RTGS-Vol,8.29
2023-01-19,RTGS-Vol,8.29
2023-01-20,RTGS-Vol,8.47
2023-01-21,RTGS-Vol,6.62
2023-01-22,RTGS-Vol,0.65
2023-01-23,RTGS-Vol,8.72
2023-01-24,RTGS-Vol,8.67
2023-01-25,RTGS-Vol,9.32
2023-01-26,RTGS-Vol,0.91
2023-01-27,RTGS-Vol,10.21
2023-01-28,RTGS-Vol,1.98
2023-01-29,RTGS-Vol,0.66
2023-01-30,RTGS-Vol,11.54
2023-01-31,RTGS-Vol,10.48
2023-02-01,RTGS-Vol,8.51
2023-02-02,RTGS-Vol,8.23
2023-02-03,RTGS-Vol,8.25
2023-02-04,RTGS-Vol,6.87
2023-02-05,RTGS-Vol,0.68
2023-02-06,RTGS-Vol,9.11
2023-02-07,RTGS-Vol,8.71
2023-02-08,RTGS-Vol,8.4
2023-02-09,RTGS-Vol,8.2
2023-02-10,RTGS-Vol,9.02
2023-02-11,RTGS-Vol,1.85
2023-02-12,RTGS-Vol,0.61
2023-02-13,RTGS-Vol,10.84
2023-02-14,RTGS-Vol,9.15
2023-02-15,RTGS-Vol,9.04
2023-02-16,RTGS-Vol,8.47
2023-02-17,RTGS-Vol,9.12
2023-02-18,RTGS-Vol,2.95
2023-02-19,RTGS-Vol,0.63
2023-02-20,RTGS-Vol,10.58
2023-02-21,RTGS-Vol,8.98
2023-02-22,RTGS-Vol,8.6
2023-02-23,RTGS-Vol,8.35
2023-02-24,RTGS-Vol,9.32
2023-02-25,RTGS-Vol,2.11
2023-02-26,RTGS-Vol,0.66
2023-02-27,RTGS-Vol,12.02
2023-02-28,RTGS-Vol,11.24
2023-03-01,RTGS-Vol,9.1
2023-03-02,RTGS-Vol,8.74
2023-03-03,RTGS-Vol,9.0
2023-03-04,RTGS-Vol,7.7
2023-03-05,RTGS-Vol,0.78
2023-03-06,RTGS-Vol,10.15
2023-03-07,RTGS-Vol,4.79
2023-03-08,RTGS-Vol,4.86
2023-03-09,RTGS-Vol,8.28
2023-03-10,RTGS-Vol,9.79
2023-03-11,RTGS-Vol,2.01
2023-03-12,RTGS-Vol,0.68
2023-03-13,RTGS-Vol,11.68
2023-03-14,RTGS-Vol,10.04
2023-03-15,RTGS-Vol,9.78
2023-03-16,RTGS-Vol,9.16
2023-03-17,RTGS-Vol,9.13
2023-03-18,RTGS-Vol,7.46
2023-03-19,RTGS-Vol,0.75
2023-03-20,RTGS-Vol,10.39
2023-03-21,RTGS-Vol,9.9
2023-03-22,RTGS-Vol,6.05
2023-03-23,RTGS-Vol,10.12
2023-03-24,RTGS-Vol,11.02
2023-03-25,RTGS-Vol,2.41
2023-03-26,RTGS-Vol,0.81
2023-03-27,RTGS-Vol,13.91
2023-03-28,RTGS-Vol,12.62
2023-03-29,RTGS-Vol,13.34
2023-03-30,RTGS-Vol,7.31
2023-03-31,RTGS-Vol,16.25
2023-04-01,RTGS-Vol,0.48
2023-04-02,RTGS-Vol,0.81
2023-04-03,RTGS-Vol,10.79
2023-04-04,RTGS-Vol,5.5
2023-04-05,RTGS-Vol,10.73
2023-04-06,RTGS-Vol,10.33
2023-04-07,RTGS-Vol,3.94
2023-04-08,RTGS-Vol,1.76
2023-04-09,RTGS-Vol,0.69
2023-04-10,RTGS-Vol,12.34
2023-04-11,RTGS-Vol,9.95
2023-04-12,RTGS-Vol,9.3
2023-04-13,RTGS-Vol,9.54
2023-04-14,RTGS-Vol,2.43
2023-04-15,RTGS-Vol,7.72
2023-04-16,RTGS-Vol,0.72
2023-04-17,RTGS-Vol,10.12
2023-04-18,RTGS-Vol,9.23
2023-04-19,RTGS-Vol,9.02
2023-04-20,RTGS-Vol,8.98
2023-04-21,RTGS-Vol,8.37
2023-04-22,RTGS-Vol,1.62
2023-04-23,RTGS-Vol,0.64
2023-04-24,RTGS-Vol,10.49
2023-04-25,RTGS-Vol,9.09
2023-04-26,RTGS-Vol,9.16
2023-04-27,RTGS-Vol,8.83
2023-04-28,RTGS-Vol,9.79
2023-04-29,RTGS-Vol,8.22
2023-04-30,RTGS-Vol,0.97
2023-05-01,RTGS-Vol,4.64
2023-05-02,RTGS-Vol,9.33
2023-05-03,RTGS-Vol,8.36
2023-05-04,RTGS-Vol,8.5
2023-05-05,RTGS-Vol,5.38
2023-05-06,RTGS-Vol,7.85
2023-05-07,RTGS-Vol,0.76
2023-05-08,RTGS-Vol,9.62
2023-05-09,RTGS-Vol,8.7
2023-05-10,RTGS-Vol,8.48
2023-05-11,RTGS-Vol,8.12
2023-05-12,RTGS-Vol,9.02
2023-05-13,RTGS-Vol,1.94
2023-05-14,RTGS-Vol,0.69
2023-05-15,RTGS-Vol,10.93
2023-05-16,RTGS-Vol,9.04
2023-05-17,RTGS-Vol,8.61
2023-05-18,RTGS-Vol,8.47
2023-05-19,RTGS-Vol,8.39
2023-05-20,RTGS-Vol,6.88
2023-05-21,RTGS-Vol,0.7
2023-05-22,RTGS-Vol,8.88
2023-05-23,RTGS-Vol,8.43
2023-05-24,RTGS-Vol,8.35
2023-05-25,RTGS-Vol,8.39
2023-05-26,RTGS-Vol,8.99
2023-05-27,RTGS-Vol,1.97
2023-05-28,RTGS-Vol,0.67
2023-05-29,RTGS-Vol,11.0
2023-05-30,RTGS-Vol,9.61
2023-05-31,RTGS-Vol,9.74
2023-06-01,RTGS-Vol,8.19
2023-06-02,RTGS-Vol,8.03
2023-06-03,RTGS-Vol,6.67
2023-06-04,RTGS-Vol,0.74
2023-06-05,RTGS-Vol,9.16
2023-06-06,RTGS-Vol,8.63
2023-06-07,RTGS-Vol,8.58
2023-06-08,RTGS-Vol,8.2
2023-06-09,RTGS-Vol,9.0
2023-06-10,RTGS-Vol,2.03
2023-06-11,RTGS-Vol,0.68
2023-06-12,RTGS-Vol,10.66
2023-06-13,RTGS-Vol,9.01
2023-06-14,RTGS-Vol,8.7
2023-06-15,RTGS-Vol,8.4
2023-06-16,RTGS-Vol,8.1
2023-06-17,RTGS-Vol,6.69
2023-06-18,RTGS-Vol,0.7
2023-06-19,RTGS-Vol,9.18
2023-06-20,RTGS-Vol,8.58
2023-06-21,RTGS-Vol,8.39
2023-06-22,RTGS-Vol,8.3
2023-06-23,RTGS-Vol,8.97
2023-06-24,RTGS-Vol,2.02
2023-06-25,RTGS-Vol,0.67
2023-06-26,RTGS-Vol,10.85
2023-06-27,RTGS-Vol,9.37
2023-06-28,RTGS-Vol,9.55
2023-06-29,RTGS-Vol,2.65
2023-06-30,RTGS-Vol,11.58
2023-07-01,RTGS-Vol,7.19
2023-07-02,RTGS-Vol,0.76
2023-07-03,RTGS-Vol,9.07
2023-07-04,RTGS-Vol,8.47
2023-07-05,RTGS-Vol,8.39
2023-07-06,RTGS-Vol,8.38
2023-07-07,RTGS-Vol,9.27
2023-07-08,RTGS-Vol,2.21
2023-07-09,RTGS-Vol,0.68
2023-07-10,RTGS-Vol,10.56
2023-07-11,RTGS-Vol,8.7
2023-07-12,RTGS-Vol,8.47
2023-07-13,RTGS-Vol,8.12
2023-07-14,RTGS-Vol,8.27
2023-07-15,RTGS-Vol,6.48
2023-07-16,RTGS-Vol,0.67
2023-07-17,RTGS-Vol,8.6
2023-07-18,RTGS-Vol,8.28
2023-07-19,RTGS-Vol,8.5
2023-07-20,RTGS-Vol,8.25
2023-07-21,RTGS-Vol,8.58
2023-07-22,RTGS-Vol,1.97
2023-07-23,RTGS-Vol,0.65
2023-07-24,RTGS-Vol,10.42
2023-07-25,RTGS-Vol,9.16
2023-07-26,RTGS-Vol,8.5
2023-07-27,RTGS-Vol,8.37
2023-07-28,RTGS-Vol,9.1
2023-07-29,RTGS-Vol,3.37
2023-07-30,RTGS-Vol,0.86
2023-07-31,RTGS-Vol,11.62
2023-08-01,RTGS-Vol,8.69
2023-08-02,RTGS-Vol,8.12
2023-08-03,RTGS-Vol,8.02
2023-08-04,RTGS-Vol,8.19
2023-08-05,RTGS-Vol,6.6
2023-08-06,RTGS-Vol,0.75
2023-08-07,RTGS-Vol,9.23
2023-08-08,RTGS-Vol,8.52
2023-08-09,RTGS-Vol,8.3
2023-08-10,RTGS-Vol,8.45
2023-08-11,RTGS-Vol,9.13
2023-08-12,RTGS-Vol,2.07
2023-08-13,RTGS-Vol,0.7
2023-08-14,RTGS-Vol,11.34
2023-08-15,RTGS-Vol,1.0
2023-08-16,RTGS-Vol,8.21
2023-08-17,RTGS-Vol,9.79
2023-08-18,RTGS-Vol,9.22
2023-08-19,RTGS-Vol,7.24
2023-08-20,RTGS-Vol,0.79
2023-08-21,RTGS-Vol,9.43
2023-08-22,RTGS-Vol,8.72
2023-08-23,RTGS-Vol,8.5
2023-08-24,RTGS-Vol,8.47
2023-08-25,RTGS-Vol,9.18
2023-08-26,RTGS-Vol,2.17
2023-08-27,RTGS-Vol,0.74
2023-08-28,RTGS-Vol,11.11
2023-08-29,RTGS-Vol,9.54
2023-08-30,RTGS-Vol,7.39
2023-08-31,RTGS-Vol,8.46
2023-09-01,RTGS-Vol,8.79
2023-09-02,RTGS-Vol,6.97
2023-09-03,RTGS-Vol,0.86
2023-09-04,RTGS-Vol,9.41
2023-09-05,RTGS-Vol,9.14
2023-09-06,RTGS-Vol,7.99
2023-09-07,RTGS-Vol,6.12
2023-09-08,RTGS-Vol,9.34
2023-09-09,RTGS-Vol,2.06
2023-09-10,RTGS-Vol,0.75
2023-09-11,RTGS-Vol,10.83
2023-09-12,RTGS-Vol,9.36
2023-09-13,RTGS-Vol,8.94
2023-09-14,RTGS-Vol,8.76
2023-09-15,RTGS-Vol,8.94
2023-09-16,RTGS-Vol,6.92
2023-09-17,RTGS-Vol,0.77
2023-09-18,RTGS-Vol,7.68
2023-09-19,RTGS-Vol,6.04
2023-09-20,RTGS-Vol,8.95
2023-09-21,RTGS-Vol,8.67
2023-09-22,RTGS-Vol,8.88
2023-09-23,RTGS-Vol,2.16
2023-09-24,RTGS-Vol,0.76
2023-09-25,RTGS-Vol,11.04
2023-09-26,RTGS-Vol,9.44
2023-09-27,RTGS-Vol,9.89
2023-09-28,RTGS-Vol,5.31
2023-09-29,RTGS-Vol,9.81
2023-09-30,RTGS-Vol,9.35
2023-10-01,RTGS-Vol,0.97
2023-10-02,RTGS-Vol,1.52
2023-10-03,RTGS-Vol,11.63
2023-10-04,RTGS-Vol,9.66
2023-10-05,RTGS-Vol,9.54
2023-10-06,RTGS-Vol,9.34
2023-10-07,RTGS-Vol,7.5
2023-10-08,RTGS-Vol,0.89
2023-10-09,RTGS-Vol,9.74
2023-10-10,RTGS-Vol,9.21
2023-10-11,RTGS-Vol,8.91
2023-10-12,RTGS-Vol,8.9
2023-10-13,RTGS-Vol,9.7
2023-10-14,RTGS-Vol,2.19
2023-10-15,RTGS-Vol,0.84
2023-10-16,RTGS-Vol,11.59
2023-10-17,RTGS-Vol,9.88
2023-10-18,RTGS-Vol,9.55
2023-10-19,RTGS-Vol,9.45
2023-10-20,RTGS-Vol,9.59
2023-10-21,RTGS-Vol,7.72
2023-10-22,RTGS-Vol,0.89
2023-10-23,RTGS-Vol,6.35
2023-10-24,RTGS-Vol,1.59
2023-10-25,RTGS-Vol,10.34
2023-10-26,RTGS-Vol,9.54
2023-10-27,RTGS-Vol,10.45
2023-10-28,RTGS-Vol,2.52
2023-10-29,RTGS-Vol,0.89
2023-10-30,RTGS-Vol,12.8
2023-10-31,RTGS-Vol,10.93
2023-11-01,RTGS-Vol,9.44
2023-11-02,RTGS-Vol,9.11
2023-11-03,RTGS-Vol,9.26
2023-11-04,RTGS-Vol,7.72
2023-11-05,RTGS-Vol,0.97
2023-11-06,RTGS-Vol,10.44
2023-11-07,RTGS-Vol,10.25
2023-11-08,RTGS-Vol,10.21
2023-11-09,RTGS-Vol,10.79
2023-11-10,RTGS-Vol,11.05
2023-11-11,RTGS-Vol,2.4
2023-11-12,RTGS-Vol,0.71
2023-11-13,RTGS-Vol,5.12
2023-11-14,RTGS-Vol,5.28
2023-11-15,RTGS-Vol,6.5
2023-11-16,RTGS-Vol,8.17
2023-11-17,RTGS-Vol,8.11
2023-11-18,RTGS-Vol,6.92
2023-11-19,RTGS-Vol,0.81
2023-11-20,RTGS-Vol,9.31
2023-11-21,RTGS-Vol,9.08
2023-11-22,RTGS-Vol,8.81
2023-11-23,RTGS-Vol,8.69
2023-11-24,RTGS-Vol,9.71
2023-11-25,RTGS-Vol,2.27
2023-11-26,RTGS-Vol,0.81
2023-11-27,RTGS-Vol,5.21
2023-11-28,RTGS-Vol,11.73
2023-11-29,RTGS-Vol,10.23
2023-11-30,RTGS-Vol,10.1
2023-12-01,RTGS-Vol,9.23
2020-06-01,RTGS-Val,436996.69
2020-06-02,RTGS-Val,361878.87
2020-06-03,RTGS-Val,330632.89
2020-06-04,RTGS-Val,329072.45
2020-06-05,RTGS-Val,365468.95
2020-06-06,RTGS-Val,111618.22
2020-06-07,RTGS-Val,
2020-06-08,RTGS-Val,343217.53
2020-06-09,RTGS-Val,295808.24
2020-06-10,RTGS-Val,332717.29
2020-06-11,RTGS-Val,325252.84
2020-06-12,RTGS-Val,431435.81
2020-06-13,RTGS-Val,
2020-06-14,RTGS-Val,
2020-06-15,RTGS-Val,489520.12
2020-06-16,RTGS-Val,329380.89
2020-06-17,RTGS-Val,321418.91
2020-06-18,RTGS-Val,335846.16
2020-06-19,RTGS-Val,336777.89
2020-06-20,RTGS-Val,82992.86
2020-06-21,RTGS-Val,
2020-06-22,RTGS-Val,392434.04
2020-06-23,RTGS-Val,330592.05
2020-06-24,RTGS-Val,326049.65
2020-06-25,RTGS-Val,331568.47
2020-06-26,RTGS-Val,425126.22
2020-06-27,RTGS-Val,
2020-06-28,RTGS-Val,
2020-06-29,RTGS-Val,584660.83
2020-06-30,RTGS-Val,701509.84
2020-07-01,RTGS-Val,417735.95
2020-07-02,RTGS-Val,320662.55
2020-07-03,RTGS-Val,298605.35
2020-07-04,RTGS-Val,95452.81
2020-07-05,RTGS-Val,
2020-07-06,RTGS-Val,393151.54
2020-07-07,RTGS-Val,347459.27
2020-07-08,RTGS-Val,314249.02
2020-07-09,RTGS-Val,343721.64
2020-07-10,RTGS-Val,389681.83
2020-07-11,RTGS-Val,
2020-07-12,RTGS-Val,
2020-07-13,RTGS-Val,449931.93
2020-07-14,RTGS-Val,331781.7
2020-07-15,RTGS-Val,332465.97
2020-07-16,RTGS-Val,326097.82
2020-07-17,RTGS-Val,304494.65
2020-07-18,RTGS-Val,80898.98
2020-07-19,RTGS-Val,
2020-07-20,RTGS-Val,345326.92
2020-07-21,RTGS-Val,300956.31
2020-07-22,RTGS-Val,307147.78
2020-07-23,RTGS-Val,310965.11
2020-07-24,RTGS-Val,319243.67
2020-07-25,RTGS-Val,
2020-07-26,RTGS-Val,
2020-07-27,RTGS-Val,360578.09
2020-07-28,RTGS-Val,334753.9
2020-07-29,RTGS-Val,457537.94
2020-07-30,RTGS-Val,391342.59
2020-07-31,RTGS-Val,461035.74
2020-08-01,RTGS-Val,
2020-08-02,RTGS-Val,
2020-08-03,RTGS-Val,319623.96
2020-08-04,RTGS-Val,285509.58
2020-08-05,RTGS-Val,322914.36
2020-08-06,RTGS-Val,336090.74
2020-08-07,RTGS-Val,316649.38
2020-08-08,RTGS-Val,
2020-08-09,RTGS-Val,
2020-08-10,RTGS-Val,428330.23
2020-08-11,RTGS-Val,284861.41
2020-08-12,RTGS-Val,250174.72
2020-08-13,RTGS-Val,308727.69
2020-08-14,RTGS-Val,365422.75
2020-08-15,RTGS-Val,
2020-08-16,RTGS-Val,
2020-08-17,RTGS-Val,362002.33
2020-08-18,RTGS-Val,311514.39
2020-08-19,RTGS-Val,348698.29
2020-08-20,RTGS-Val,343745.03
2020-08-21,RTGS-Val,311733.32
2020-08-22,RTGS-Val,
2020-08-23,RTGS-Val,
2020-08-24,RTGS-Val,333928.27
2020-08-25,RTGS-Val,298166.46
2020-08-26,RTGS-Val,325631.8
2020-08-27,RTGS-Val,345737.45
2020-08-28,RTGS-Val,438112.22
2020-08-29,RTGS-Val,106150.58
2020-08-30,RTGS-Val,
2020-08-31,RTGS-Val,548654.74
2020-09-01,RTGS-Val,501536.63
2020-09-02,RTGS-Val,305051.67
2020-09-03,RTGS-Val,346040.8
2020-09-04,RTGS-Val,362471.64
2020-09-05,RTGS-Val,117484.83
2020-09-06,RTGS-Val,
2020-09-07,RTGS-Val,345392.39
2020-09-08,RTGS-Val,337556.67
2020-09-09,RTGS-Val,331850.08
2020-09-10,RTGS-Val,369509.46
2020-09-11,RTGS-Val,345918.0
2020-09-12,RTGS-Val,
2020-09-13,RTGS-Val,
2020-09-14,RTGS-Val,418991.05
2020-09-15,RTGS-Val,421665.25
2020-09-16,RTGS-Val,361101.33
2020-09-17,RTGS-Val,435869.58
2020-09-18,RTGS-Val,391358.62
2020-09-19,RTGS-Val,104893.17
2020-09-20,RTGS-Val,
2020-09-21,RTGS-Val,413644.64
2020-09-22,RTGS-Val,396026.29
2020-09-23,RTGS-Val,387461.56
2020-09-24,RTGS-Val,387661.69
2020-09-25,RTGS-Val,436131.95
2020-09-26,RTGS-Val,
2020-09-27,RTGS-Val,
2020-09-28,RTGS-Val,516324.81
2020-09-29,RTGS-Val,577598.06
2020-09-30,RTGS-Val,877525.57
2020-10-01,RTGS-Val,551899.88
2020-10-02,RTGS-Val,
2020-10-03,RTGS-Val,144909.63
2020-10-04,RTGS-Val,
2020-10-05,RTGS-Val,415956.8
2020-10-06,RTGS-Val,365257.55
2020-10-07,RTGS-Val,331520.29
2020-10-08,RTGS-Val,332749.82
